name,developers,appid,type,price,ratings,release date,genres,platforms
Grow Defense,['SoftCowGames'],1083600,game,$0.00,0,"Jan 10, 2021","['Casual', 'Indie', 'Strategy', 'Free To Play']","['windows', 'mac']"
Life ed,['Alienation Studio'],1083610,game,$0.00,0,Coming Soon,"['Casual', 'Indie']",['windows']
Bloodroots Demo,['Paper Cult'],1083630,demo,$0.00,0,"Feb 3, 2021","['Action', 'Adventure', 'Indie']",['windows']
Super Naughty Maid,['KENZsoft'],1083650,game,$6.39,253,"May 31, 2019","['Casual', 'Indie']",['windows']
Virgo Vs The Zodiac Demo,['Moonana'],1083660,demo,$0.00,0,"Jun 30, 2020",[],['windows']
Epido - Second Move,['SekaiFrieden'],1083670,dlc,$0.99,0,"Sep 20, 2019","['Action', 'Casual', 'Indie']","['windows', 'mac']"
HeroOfMetal-Episode01 Demo,['Blacksmith Game  Studio'],1083680,demo,$0.00,0,"May 15, 2019","['Action', 'Indie']",['windows']
Niara: Rebellion Of the King Visual Novel RPG,['Redseed Game Studio'],1082730,game,$14.99,0,"May 31, 2019","['Indie', 'RPG']","['windows', 'linux']"
Wacktory,"['Talon Baker', 'Dustin Halsey', 'Salvador Galindo', 'Josh Clouse', 'Jeremy Lafond', 'Zack Lawrence', 'Reed Scriven', 'Sandra Tiu Latt', 'Nichole Wilkinson', 'Terence So', 'Herman Wu', 'Taylor Reyland']",1082750,game,$0.00,0,"Sep 13, 2019","['Casual', 'Indie', 'Simulation']",['windows']
Paper Shakespeare: Cthulhu Coriolanus,['Stegalosaurus Game Development'],1082760,game,$1.49,0,"Oct 18, 2019","['Adventure', 'Indie']","['windows', 'linux']"
Surviving Medieval,['Vlasov Tower'],1082770,game,$4.99,0,"Feb 4, 2020","['Indie', 'Simulation', 'Strategy']",['windows']
ADM 2(WHEN WORLDS COLLIDE),['SMARTOLIVEGAMES LTD'],1082780,game,$0.49,0,"Jun 14, 2019","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",['windows']
探灵笔记-古墓地宫系列：任道明-一眉道长（附送29999灵币）,['搞快点工作室'],1082790,dlc,$1.53,0,"Jun 20, 2019","['Action', 'Adventure', 'Indie']",['windows']
探灵笔记·古墓地宫系列：小明-探墓小队服饰（附送29999灵币）,['搞快点工作室'],1082800,dlc,$1.31,0,"Jun 6, 2019","['Action', 'Adventure', 'Indie']",['windows']
探灵笔记·古墓地宫系列：小红-探墓小队服饰（附送29999灵币）,['搞快点工作室'],1082810,dlc,$1.31,0,"Jun 6, 2019","['Action', 'Adventure', 'Indie']",['windows']
探灵笔记·古墓地宫系列：小花-探墓小队服饰（附送29999灵币）,['搞快点工作室'],1082820,dlc,$1.31,0,"Jun 6, 2019","['Action', 'Adventure', 'Indie']",['windows']
探灵笔记-古墓地宫系列：挽清茳-绛纱袍（附送29999灵币）,['搞快点工作室'],1082830,dlc,$1.53,0,"Jun 28, 2019","['Action', 'Adventure', 'Indie']",['windows']
探灵笔记-古墓地宫系列：璃焕霄-流霞裙（附送29999灵币）,['搞快点工作室'],1082840,dlc,$1.53,0,"Jun 28, 2019","['Action', 'Adventure', 'Indie']",['windows']
Simgirls: Lovemore College RPG,['Blackspears Media Inc.'],1082860,game,$2.99,0,"Aug 2, 2019","['Adventure', 'RPG']",['windows']
Viking Vengeance,['Lowpoly Interactive'],1082890,game,$19.99,0,"Apr 8, 2021","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",['windows']
none,['none'],1082900,game,$0.00,0,Coming Soon,[],['windows']
missed messages - Fan Pack,['Angela He'],1082920,dlc,$4.99,125,"May 28, 2019","['Casual', 'Indie', 'RPG', 'Simulation']","['windows', 'mac', 'linux']"
Pop'n'splat,['FunRefined'],1082940,game,$1.99,0,"Jun 4, 2019","['Casual', 'Indie']",['windows']
Millionaire Dancer Demo,['Realgam games'],1082950,demo,$0.00,0,"May 10, 2019","['Casual', 'Indie']",['windows']
D.A.M.A.G.E,['Damage Team'],1082990,game,$0.49,0,"Jul 18, 2019","['Casual', 'Indie']",['windows']
The Last Town,"['Shenzhen Arabian Nights Technology Co.,Ltd']",1083000,game,$0.99,0,"May 30, 2019","['Adventure', 'Indie', 'RPG']",['windows']
Super Mega Space Blaster Special OST,['Bare Knuckle Development'],1083020,dlc,$0.00,0,"Jun 17, 2019","['Action', 'Casual', 'Indie']","['windows', 'mac', 'linux']"
SpaceEngine - Moon HD,['Cosmographic Software'],1083090,dlc,$0.00,0,"Jun 11, 2019","['Casual', 'Indie', 'Simulation']",['windows']
Zaccaria Pinball - Tropical 2019 Table,['Magic Pixel Kft.'],1083100,dlc,$1.79,0,"May 17, 2019","['Action', 'Casual', 'Free To Play', 'Indie', 'Simulation', 'Sports']","['windows', 'mac', 'linux']"
Disc Creatures,['PICORINNE SOFT'],1083190,game,$5.24,192,"Oct 17, 2019","['Adventure', 'Casual', 'Indie', 'RPG']",['windows']
Survival: Special Forces Pack DLC,['TB Games'],1082370,dlc,$4.89,0,"May 17, 2019","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']",['windows']
Vertigo 2 Demo,"['Zach Tsiakalis-Brown', 'Errol Bucy']",1082380,demo,$0.00,0,"Jul 16, 2019","['Action', 'Adventure', 'Indie']",['windows']
Fantasy Grounds - Meanders Token Pack 4 (Token Pack),"['SmiteWorks USA, LLC']",1082390,dlc,$7.49,0,"Jul 2, 2019","['Indie', 'RPG', 'Strategy']","['windows', 'mac']"
Lost in Tropics,['Lukas GameLabs'],1082410,game,$1.31,0,"May 22, 2024","['Action', 'Adventure', 'Simulation']",['windows']
Fantasy Grounds - D&D Classics: I1 Dwellers of the Forbidden City (2E),"['SmiteWorks USA, LLC']",1082420,dlc,$5.99,0,"May 28, 2019","['Indie', 'RPG', 'Strategy']","['windows', 'mac']"
Before Your Eyes,['GoodbyeWorld Games'],1082430,game,$1.99,14255,"Apr 8, 2021","['Adventure', 'Indie']","['windows', 'mac']"
hack.88,['Whomp! Studio'],1082440,game,$0.99,0,"Jul 19, 2019","['Action', 'Indie']",['windows']
Ninja Turdle,['Kenny Cason'],1082460,game,$2.00,0,"Feb 14, 2020",['Indie'],"['windows', 'mac', 'linux']"
Mystery Case Files: Key to Ravenhearst Collector's Edition,['Eipix Entertainment'],1082470,game,$3.49,0,"May 17, 2019","['Adventure', 'Casual']",['windows']
Buzz Kill Zero,['Kaleb Parham'],1082480,game,$9.99,0,"Nov 15, 2019","['Action', 'Indie']",['windows']
Grim Tales: The Vengeance Collector's Edition,['Elephant Games'],1082500,game,$3.49,0,"Jun 7, 2019","['Adventure', 'Casual']",['windows']
Tower Ascend,['Jonas Dall'],1082520,game,$1.99,0,"Jun 20, 2019","['Action', 'Casual', 'Indie']",['windows']
Super Neptunia RPG Dengeki Bracelet Set,['Artisan Studios'],1082571,dlc,$0.49,0,"Jun 20, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG Dengeki Accessory Set,['Artisan Studios'],1082572,dlc,$0.49,0,"Jun 20, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG Famitsu Weapon Set,['Artisan Studios'],1082573,dlc,$0.49,0,"Jun 20, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG Enchanted Weapon Set,['Artisan Studios'],1082574,dlc,$0.49,0,"Jun 20, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG [Cosplay Series] Equipment Set,['Artisan Studios'],1082575,dlc,$0.49,0,"Jun 20, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG [Foreign Series] Equipment Set,['Artisan Studios'],1082576,dlc,$0.49,0,"Jun 20, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG [Traditional Series] Equipment Set,['Artisan Studios'],1082577,dlc,$0.49,0,"Jun 20, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG [Enchanted Series] Equipment Set,['Artisan Studios'],1082578,dlc,$0.49,0,"Jun 20, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG Additional Party Members Set,['Artisan Studios'],1082579,dlc,$1.19,0,"Jul 9, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG Animal Ears and Tails Set,['Artisan Studios'],1082580,dlc,$1.19,0,"Jul 2, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG Swimsuit Set,['Artisan Studios'],1082581,dlc,$1.19,0,"Jul 17, 2019","['Action', 'Adventure', 'RPG']",['windows']
Super Neptunia RPG Sentai Set,['Artisan Studios'],1082582,dlc,$1.19,0,"Jul 23, 2019","['Action', 'Adventure', 'RPG']",['windows']
Crusaders of the Lost Idols: Silverwind Taskmaster Pack,['Codename Entertainment Inc.'],1082610,dlc,$14.99,0,"May 13, 2019","['Casual', 'Free To Play', 'Indie']","['windows', 'mac']"
PhilGood,['Phil Bod'],1082620,game,$3.99,0,"Aug 5, 2019","['Indie', 'Early Access']",['windows']
Link the Animals,['Wesoft Solutions'],1082650,game,$0.99,0,"Jun 1, 2019","['Casual', 'Indie', 'Strategy']","['windows', 'mac', 'linux']"
The Walking Dead Onslaught,['Survios'],1082680,game,$4.49,864,"Sep 29, 2020","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",['windows']
Army of Tentacles: (Not) A Cthulhu Dating Sim 2,['Stegalosaurus Game Development'],1082690,game,$7.19,0,"Feb 14, 2023","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']","['windows', 'linux']"
Dinosaur Shakespeare: To Date or Not To Date?,['Stegalosaurus Game Development'],1082700,game,$7.49,0,"Feb 13, 2020","['Adventure', 'Indie']","['windows', 'linux']"
Click Legends,['Mad Labyrinth Studios LLC'],1082720,game,$1.04,0,"May 29, 2019","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows']
Driven Out Demo,['No Pest Productions'],1082080,demo,$0.00,0,"May 10, 2019","['Action', 'Adventure', 'Indie']",['windows']
HentaiNYA,['Zloy Krot Studio'],1082110,game,$0.49,0,"May 21, 2019","['Casual', 'Indie']",['windows']
TT Isle of Man: Ride on the Edge 2,['KT Racing'],1082180,game,$7.49,803,"Mar 19, 2020","['Action', 'Racing', 'RPG', 'Simulation', 'Sports']",['windows']
Elroy and the Aliens,['Motiviti'],1082190,game,$0.00,0,Coming Soon,['Adventure'],"['windows', 'mac', 'linux']"
ASTRO: The Beginning,['BigGame Studio'],1082200,game,$9.99,0,"Apr 22, 2021","['Action', 'Adventure', 'Indie']",['windows']
Outbreak: Epidemic,['Dead Drop Studios LLC'],1082220,game,$1.99,0,"Feb 11, 2020","['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'linux']"
Fantasy Grounds - Meanders Token Pack Set 3 (Token Pack),"['SmiteWorks USA, LLC']",1082230,dlc,$7.49,0,"May 28, 2019","['Indie', 'RPG', 'Strategy']","['windows', 'mac']"
Vanishing Realms: The Sundered Rift,['Indimo Labs LLC'],1082250,dlc,$8.99,0,"Aug 23, 2019","['Action', 'Adventure', 'RPG']",['windows']
HentaiNYA - Artbook 18+,['Zloy Krot Studio'],1082300,dlc,$0.49,0,"May 21, 2019","['Casual', 'Indie']",['windows']
HentaiNYA - Soundtrack,['Zloy Krot Studio'],1082310,music,$0.49,0,"May 21, 2019","['Casual', 'Indie']","['windows', 'mac', 'linux']"
Hentai Sweet Girls - Artbook 18+,['IR Studio'],1082320,dlc,$0.49,0,"Jun 14, 2019","['Casual', 'Indie']",['windows']
Hentai Sweet Girls - Soundtrack,['IR Studio'],1082330,music,$0.49,0,"Jun 14, 2019","['Casual', 'Indie']","['windows', 'mac', 'linux']"
UNRIVALED,['YOSHUA'],1082340,game,$0.00,0,Coming Soon,"['Action', 'RPG']",['windows']
Fractal Gallery VR,['Pavel Ksenofontov'],1081600,game,$0.99,0,"Jun 6, 2019","['Casual', 'Indie', 'Design & Illustration', 'Education']",['windows']
Yet Another Level,"['Weichu Gu', 'Weiyang Gu']",1081630,game,$4.99,0,"Jul 13, 2019","['Adventure', 'Casual', 'Indie']",['windows']
Where is my family Demo,['Joël Keutgen'],1081640,demo,$0.00,0,"May 17, 2019","['Adventure', 'Indie']","['windows', 'mac', 'linux']"
Celaria,['Lewa'],1081650,game,$2.79,120,"Oct 12, 2019","['Indie', 'Racing']",['windows']
The Coroner Saga: Complete Season 1,['Dodo Novels'],1081660,dlc,$5.99,0,"Jun 21, 2019","['Adventure', 'Indie']","['windows', 'mac', 'linux']"
Fitforce,['Runnex Technology'],1081670,game,$0.00,0,"Jan 28, 2021","['Action', 'Casual', 'Free To Play', 'Indie', 'Sports']","['windows', 'mac']"
Fantasy Grounds - D&D Essentials Kit,"['SmiteWorks USA, LLC']",1081690,dlc,$29.99,0,"Sep 3, 2019","['Indie', 'RPG', 'Strategy']","['windows', 'mac']"
Most Correct Football Simulator,['Kiddy'],1081710,game,$0.49,0,"May 21, 2019","['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",['windows']
Robo Run,['cBlck'],1081720,game,$0.99,0,"May 26, 2019","['Adventure', 'Casual', 'Indie']",['windows']
Easter Clicker: Idle Manager,['Autotelic Games LLC'],1081740,game,$0.00,0,"May 21, 2019","['Casual', 'Free To Play', 'Indie', 'Simulation', 'Strategy']",['windows']
Fantasy Grounds - Pathfinder Player Companion: Ranged Tactics Toolbox (PFRPG),"['SmiteWorks USA, LLC']",1081750,dlc,$6.49,0,"May 14, 2019","['Indie', 'RPG', 'Strategy']","['windows', 'mac']"
BAFF,['Blender Games'],1081760,game,$0.55,0,"May 20, 2019","['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",['windows']
Aisu Paradise,['Maranyo Games'],1081780,game,$1.99,0,"May 24, 2019","['Casual', 'Indie']","['windows', 'mac', 'linux']"
101010,"['Jenny Chen', 'Changcheng Fu', 'Hunter Huynh', 'Miranda Liu', 'Eric Shen']",1081800,game,$0.00,0,"Oct 3, 2019","['Casual', 'Free To Play', 'Indie']",['windows']
时之扉,['JT Interactive Entertainment'],1081810,game,$0.00,0,"Jun 11, 2019","['Action', 'Adventure', 'Free To Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",['windows']
The Plight,['Cellar Vault Games'],1081820,game,$0.00,0,Coming Soon,"['Adventure', 'Indie', 'Simulation', 'Early Access']",['windows']
Blood And Mead,['Lost Relic Games'],1081830,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac']"
ANONYMOUS || AGONY,['Coded Emotion'],1081840,game,$0.00,0,"Jun 12, 2019","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",['windows']
Artemis: God-Queen of The Hunt,['James Leakos'],1081850,game,$7.99,0,"May 29, 2019","['Action', 'Adventure', 'Indie']","['windows', 'mac']"
WarForwards,['Roman Pak'],1081870,game,$2.99,0,"Aug 1, 2019","['Action', 'Indie']",['windows']
死亡旅店 / Death Inn,['橙光游戏'],1081880,game,$2.39,0,"Jun 27, 2019","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",['windows']
BonVoyage!,['Boris Zapotocky'],1081890,game,$1.99,0,"Jun 20, 2019","['Adventure', 'Casual', 'Indie']","['windows', 'mac', 'linux']"
Fancy Skiing: Speed,['Hash Technology'],1081910,game,$9.99,0,"Jun 7, 2019","['Adventure', 'Sports']",['windows']
Lovecraft's Untold Stories Artbook,['LLC Blini Games'],1081920,dlc,$0.99,0,"May 7, 2019","['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']"
Il Sole e la Luna,['UNGame Productor'],1081960,game,$1.59,0,"Jun 4, 2019","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",['windows']
Runster Demo,['Runnex Technology'],1081980,demo,$0.00,0,"Aug 6, 2019","['Action', 'Free To Play', 'Sports']",['windows']
jwing - the next puzzle game,['Games with Colours'],1081990,game,$0.00,0,"May 30, 2019","['Casual', 'Indie', 'Strategy']","['windows', 'mac']"
A Night at the Races,['Mushy Jukebox'],1082000,game,$0.99,0,"Dec 13, 2019","['Action', 'Casual', 'Indie']",['windows']
Super Jigsaw Puzzle: Generations - Cats Puzzles,['Flat Cat Games'],1082020,dlc,$1.04,0,"Nov 15, 2019","['Casual', 'Indie', 'Strategy']",['windows']
Super Jigsaw Puzzle: Generations - Mexico Puzzles,['Flat Cat Games'],1082030,dlc,$0.74,0,"Nov 29, 2019","['Casual', 'Indie', 'Strategy']",['windows']
Super Jigsaw Puzzle: Generations - Winter Puzzles,['Flat Cat Games'],1082031,dlc,$1.19,0,"Dec 16, 2019","['Casual', 'Indie', 'Strategy']",['windows']
Super Jigsaw Puzzle: Generations - Christmas Puzzles,['Flat Cat Games'],1082032,dlc,$0.79,0,"Dec 23, 2019","['Casual', 'Indie', 'Strategy']",['windows']
Nya Nya Nya Girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ) - Artbook 18+,['Zloy Krot Studio'],1082040,dlc,$0.49,0,"May 8, 2019","['Casual', 'Indie']",['windows']
Nya Nya Nya Girls 2 (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ) - Artbook 18+,['Zloy Krot Studio'],1082050,dlc,$0.49,0,"Jun 11, 2019","['Casual', 'Indie']",['windows']
AIRA VR Demo,['racoonbytes'],1082060,demo,$0.00,0,"May 14, 2019","['Action', 'Free To Play', 'Indie', 'Strategy']",['windows']
Nya Nya Nya Girls 2 (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ) - Soundtrack,['Zloy Krot Studio'],1082070,music,$0.49,0,"May 10, 2019","['Casual', 'Indie']","['windows', 'mac', 'linux']"
Milly the dog,['Vial games'],1081110,game,$2.99,0,"Jun 6, 2019","['Adventure', 'Casual', 'Indie']",['windows']
hoVRboard,['TomyHorst'],1081120,game,$1.19,0,"Sep 13, 2019","['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",['windows']
Zombies war,['JY'],1081140,game,$1.99,0,"May 21, 2019","['Action', 'Adventure', 'Indie']",['windows']
Into The Core,"['Amnon Levi', 'Ben Chen', 'Bar Alon', 'Ofir Green']",1081160,game,$0.00,0,"May 24, 2019",['Indie'],['windows']
STRASHILKA,['reqtion'],1081170,game,$0.49,0,"Jul 29, 2019","['Action', 'Adventure', 'Indie']",['windows']
Ninja Roquinexu,['Alexander Saiborg'],1081190,game,$0.49,0,"May 30, 2019","['Action', 'Indie']",['windows']
Truck the System,['jorgen games Ltd'],1081200,game,$7.99,0,"Sep 11, 2020","['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",['windows']
Scarytales: All Hail King Mongo,['Urchin Games'],1081240,game,$3.99,0,"May 28, 2019","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",['windows']
Giant Life,['Patagoniart'],1081250,game,$2.99,0,"Jun 7, 2019","['Action', 'Adventure', 'Casual', 'Indie']",['windows']
Crisis of the Middle Ages,['OrgAction LLC'],1081260,game,$0.99,0,"May 29, 2019","['Casual', 'Indie', 'RPG']","['windows', 'mac']"
Sacre Bleu,['Hildring Studio Inc'],1081300,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie']",['windows']
Sacre Bleu Demo,['Hildring Studio Inc.'],1081310,demo,$0.00,0,"May 30, 2024",[],['windows']
Aura,['Zindeaxx Games'],1081320,game,$0.99,0,"Jul 23, 2019","['Adventure', 'Casual', 'Indie']",['windows']
Aliens and Umbrellas,['NiftyToolsUK'],1081340,game,$0.99,0,"Jul 2, 2019",['Casual'],['windows']
Master Cube,['Ciccolella Lorenzo'],1081350,game,$0.99,0,"Jul 18, 2019",['Indie'],['windows']
GourMelee,['Anthony Tesija'],1081410,game,$6.39,0,"Jun 6, 2019","['Action', 'Casual', 'Indie']",['windows']
Altorius,['industrian'],1081420,game,$1.24,0,"Sep 6, 2019","['Action', 'Adventure', 'Indie']",['windows']
Tale Of Starship,['Mathieu GUERARD'],1081430,game,$2.99,0,"Nov 15, 2019",['Indie'],['windows']
Criminal Dissidia,['双星骑'],1081450,game,$5.19,101,"Sep 27, 2022","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",['windows']
PrincessGuardiansParodyH,['TetraProject'],1081460,game,$0.00,0,"May 21, 2019",['RPG'],['windows']
Born of Fire,['Leaf Boat Studio'],1081470,game,$0.00,0,"Sep 4, 2019","['Free To Play', 'RPG', 'Strategy', 'Early Access']",['windows']
Hyper Bit Chasm,['Michael Johnson'],1081490,game,$3.99,0,"Jun 3, 2019","['Action', 'Adventure', 'Indie']",['windows']
Side Decide,['Blue Volcano Studio'],1081500,game,$4.99,0,"Aug 18, 2021","['Casual', 'Indie']",['windows']
She Sees Red - Interactive Movie,['Rhinotales'],1081510,game,$1.99,2633,"Jul 11, 2019","['Adventure', 'Indie']","['windows', 'mac']"
Glimpse,['Braincells Productions'],1081520,game,$4.99,0,"Aug 24, 2019",['Utilities'],['windows']
Crazy Beat's Junction,['indie-du'],1081540,game,$4.99,0,"Jun 28, 2019","['Action', 'Indie', 'Early Access']","['windows', 'mac']"
Caliper 2,['Tort'],1081550,game,$0.99,0,"May 22, 2019",['Indie'],"['windows', 'linux']"
GOLD EXPRESS,['DAWN STUDIO'],1081560,game,$14.99,387,"Sep 27, 2019","['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",['windows']
Red Star Raider - BETA Demo,['Darkchampion'],1081570,demo,$0.00,0,"May 31, 2019","['Action', 'Adventure', 'Casual', 'Indie']",['windows']
Moo Lander Demo,['The Sixth Hammer'],1080650,demo,$0.00,0,"May 16, 2019","['Action', 'Adventure', 'Indie']",['windows']
Cold Shell,['Brutal muse'],1080680,game,$3.99,0,"Feb 28, 2023","['Action', 'Indie', 'RPG']",['windows']
Lovely Girl Puzzle,['Blue Butterfly'],1080690,game,$0.89,0,"Feb 27, 2023","['Casual', 'Indie']",['windows']
Swordbreaker: Origins,['DuCats Games Studio'],1080700,game,$3.99,0,"May 13, 2022","['Adventure', 'Indie']","['windows', 'linux']"
Elemental Girls - Artbook 18+,['Zloy Krot Studio'],1080710,dlc,$0.49,0,"May 15, 2019","['Casual', 'Indie']",['windows']
Elemental Girls Soundtrack,['IR Studio'],1080720,music,$0.49,0,"May 15, 2019","['Casual', 'Indie']","['windows', 'mac', 'linux']"
Mutazione,['Die Gute Fabrik'],1080750,game,$7.99,951,"Sep 19, 2019","['Adventure', 'Indie']","['windows', 'mac', 'linux']"
Farming Simulator 19 - HOLMER Terra Variant DLC,['Giants Software'],1080770,dlc,$0.00,157,"May 14, 2019",['Simulation'],"['windows', 'mac']"
bitDungeon III OST,['Kinto Games LLC'],1080810,dlc,$0.79,0,"Aug 12, 2019","['Action', 'Adventure', 'Indie', 'RPG']",['windows']
Strangers of the Power 2 - Pain Queen character,['Tuomo Laine'],1080840,dlc,$1.33,0,"Jun 24, 2019","['Casual', 'Indie', 'RPG']","['windows', 'mac']"
The Making of Rainswept - Artbook,['Frostwood Interactive'],1080880,dlc,$1.59,0,"May 6, 2019","['Adventure', 'Indie']","['windows', 'mac', 'linux']"
Jump King - Soundtrack,['Nexile'],1080900,music,$2.49,0,"May 23, 2019","['Action', 'Adventure', 'Indie']","['windows', 'mac', 'linux']"
The Incredible Adventures of Super Panda,"['Chaos Rift Entertainment, LLC']",1080930,game,$2.99,0,"Jun 18, 2019","['Action', 'Adventure', 'Casual', 'Indie']",['windows']
Argonus and the Gods of Stone: The Argonautica,['Zojoi'],1080940,dlc,$2.49,0,"Oct 8, 2019",['Adventure'],['windows']
Kaos,['Konundrum Interactive'],1080950,game,$9.99,0,"May 28, 2019","['Action', 'RPG', 'Strategy']",['windows']
Nature Zen,['Team Octane'],1080960,game,$0.00,0,Coming Soon,"['Free To Play', 'Simulation', 'Strategy']","['windows', 'linux']"
Fantasy Grounds - Dungeon Crawl Classics 2013 Holiday Module: The Old God's Return (DCC),"['SmiteWorks USA, LLC']",1080970,dlc,$4.99,0,"May 21, 2019","['Indie', 'RPG', 'Strategy']","['windows', 'mac']"
叙事曲2：星空下的诺言 / Ballade2: the Celestial Promise,['286studio'],1080990,game,$5.99,0,"May 24, 2019","['Adventure', 'Indie', 'RPG']","['windows', 'mac']"
Blockus' Adventures,['Adrian Ciotinga'],1081020,game,$0.99,0,"May 28, 2019","['Casual', 'Indie']",['windows']
StreetRoyaleZ,['StreetLordZ'],1081030,game,$18.99,0,"Oct 2, 2019","['Action', 'Early Access']",['windows']
Twin Peaks VR,['Revog Games'],1081040,game,$9.99,0,"Dec 12, 2019","['Adventure', 'Casual', 'Indie']",['windows']
Gooberries,['Ryan Frank'],1081070,game,$0.00,0,"Mar 3, 2021","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Free To Play']",['windows']
H Chan: Girl,['HGames'],1081090,game,$0.69,0,"May 27, 2019","['Casual', 'Indie', 'Simulation']",['windows']
SEQUENCE STORM Soundtrack,"['SPECIAL MAGIC GAMES, LLC']",1080140,dlc,$6.99,0,"Jun 6, 2019","['Action', 'Indie', 'Racing']",['windows']
Rocket Clicker,['SirGoose'],1080150,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'Simulation']","['windows', 'mac']"
Love Is In The Space,['Elias Wick'],1080180,game,$3.99,0,"Jun 3, 2019",['Adventure'],['windows']
Fantasy Grounds - Quests of Doom 4: War of Shadows (5E),"['SmiteWorks USA, LLC']",1080190,dlc,$3.99,0,"May 14, 2019","['Indie', 'RPG', 'Strategy']","['windows', 'mac']"
Aries,['Wirlwith'],1080200,game,$14.99,0,"Oct 15, 2020","['Indie', 'Simulation', 'Strategy', 'Early Access']",['windows']
It's Raining Fists and Metal,"['Marco Amadei', 'Riccardo Ricci']",1080240,game,$3.19,0,"Dec 20, 2019","['Action', 'Casual', 'Indie']","['windows', 'linux']"
Fool!,['Choice of Games'],1080250,game,$4.87,0,"May 23, 2019","['Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']"
Fool! Demo,['Choice of Games'],1080260,demo,$0.00,0,"May 22, 2019","['Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']"
Fantasy Grounds - Deadlands Noir: His Brother's Keeper (Savage Worlds),"['SmiteWorks USA, LLC']",1080270,dlc,$1.49,0,"May 14, 2019","['Indie', 'RPG', 'Strategy']","['windows', 'mac']"
Tower!3D Pro - CYVR airport,['FeelThere'],1080280,dlc,$19.99,0,"May 23, 2019","['Indie', 'Simulation']",['windows']
Tシミュレータ,['snd'],1080290,game,$9.99,0,"May 28, 2019","['Casual', 'Indie', 'Simulation']",['windows']
Crying is not Enough Demo,['Storyline Team.'],1080300,demo,$0.00,0,"Jun 5, 2019","['Action', 'Adventure', 'Free To Play', 'Indie']",['windows']
Boobs Saga - Art and Video pack,['Boobs Dev'],1080320,dlc,$0.59,0,"Jun 7, 2019","['Action', 'Adventure', 'Indie']",['windows']
Super Mega Space Blaster Special,['Bare Knuckle Development'],1080330,game,$0.74,0,"Jun 17, 2019","['Action', 'Casual', 'Indie']","['windows', 'mac', 'linux']"
Rampart Tactics,['Aaron Saluk'],1080360,game,$1.99,0,"May 29, 2019","['Indie', 'Strategy']",['windows']
Dive with Sylvia VR,['Cascade Game Foundry SPC'],1080370,game,$4.99,0,"Jun 11, 2019","['Casual', 'Simulation']",['windows']
Bake 'n Switch,['Streamline Games'],1080410,game,$5.99,0,"Aug 21, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",['windows']
Nyasha - Artbook 18+,['Zloy Krot Studio'],1080420,dlc,$0.49,0,"May 6, 2019","['Casual', 'Indie']",['windows']
Nyasha Soundtrack,['Zloy Krot Studio'],1080430,music,$0.49,0,"May 6, 2019","['Casual', 'Indie']","['windows', 'mac', 'linux']"
